Date,Open,High,Low,Close,Adj Close,Volume
2017-12-18,9300.000000,9350.000000,9100.000000,9300.000000,9041.666992,17105600
2017-12-19,9300.000000,9650.000000,9275.000000,9525.000000,9260.416992,12430200
2017-12-20,9400.000000,9600.000000,9350.000000,9525.000000,9260.416992,16578200
2017-12-21,9650.000000,9925.000000,9550.000000,9850.000000,9576.389648,29769000
2017-12-22,9850.000000,9975.000000,9600.000000,9850.000000,9576.389648,67623600
2017-12-25,9850.000000,9850.000000,9850.000000,9850.000000,9576.389648,0
2017-12-26,9850.000000,9850.000000,9850.000000,9850.000000,9576.389648,0
2017-12-27,9850.000000,9950.000000,9750.000000,9900.000000,9625.000000,15316600
2017-12-28,9950.000000,9975.000000,9850.000000,9925.000000,9649.305664,105960300
2017-12-29,9900.000000,10000.000000,9800.000000,9900.000000,9625.000000,44149300
2018-01-01,9900.000000,9900.000000,9900.000000,9900.000000,9625.000000,0
2018-01-02,9900.000000,10000.000000,9675.000000,9775.000000,9503.472656,12434000
2018-01-03,9775.000000,9800.000000,9375.000000,9425.000000,9163.195313,26893200
2018-01-04,9350.000000,9425.000000,9150.000000,9400.000000,9138.889648,25390100
2018-01-05,9400.000000,9450.000000,9250.000000,9300.000000,9041.666992,23046300
2018-01-08,9300.000000,9375.000000,9275.000000,9300.000000,9041.666992,20674700
2018-01-09,9300.000000,9325.000000,9250.000000,9300.000000,9041.666992,14288600
2018-01-10,9300.000000,9325.000000,9225.000000,9275.000000,9017.361328,24911800
2018-01-11,9275.000000,9350.000000,9200.000000,9275.000000,9017.361328,26725000
2018-01-12,9275.000000,9350.000000,9275.000000,9275.000000,9017.361328,23982800
2018-01-15,9300.000000,9625.000000,9300.000000,9500.000000,9236.111328,29439900
2018-01-16,9550.000000,9650.000000,9525.000000,9600.000000,9333.333984,20316600
2018-01-17,9600.000000,9650.000000,9525.000000,9600.000000,9333.333984,25532700
2018-01-18,9650.000000,9675.000000,9400.000000,9500.000000,9236.111328,20518300
2018-01-19,9550.000000,9550.000000,9300.000000,9425.000000,9163.195313,24124000
2018-01-22,9400.000000,9450.000000,9325.000000,9400.000000,9138.889648,24309100
2018-01-23,9450.000000,9650.000000,9425.000000,9650.000000,9381.945313,16672900
2018-01-24,9600.000000,9750.000000,9575.000000,9725.000000,9454.861328,15933000
2018-01-25,9750.000000,9750.000000,9550.000000,9600.000000,9333.333984,15589900
2018-01-26,9600.000000,9725.000000,9600.000000,9600.000000,9333.333984,9056900
2018-01-29,9600.000000,9625.000000,9300.000000,9500.000000,9236.111328,21825300
2018-01-30,9425.000000,9450.000000,9225.000000,9225.000000,8968.750000,26094800
2018-01-31,9200.000000,9400.000000,9125.000000,9400.000000,9138.889648,24110700
2018-02-01,9350.000000,9450.000000,9300.000000,9325.000000,9065.972656,19407100
2018-02-02,9400.000000,9400.000000,9275.000000,9300.000000,9041.666992,14041500
2018-02-05,9100.000000,9300.000000,9050.000000,9275.000000,9017.361328,21070800
2018-02-06,8975.000000,9175.000000,8925.000000,9075.000000,8822.916992,33430200
2018-02-07,9125.000000,9550.000000,9125.000000,9550.000000,9284.722656,33739300
2018-02-08,9550.000000,9550.000000,9425.000000,9500.000000,9236.111328,25451500
2018-02-09,9350.000000,9500.000000,9250.000000,9425.000000,9163.195313,19380900
2018-02-12,9400.000000,9525.000000,9400.000000,9525.000000,9260.416992,10061900
2018-02-13,9575.000000,9800.000000,9575.000000,9700.000000,9430.555664,28403600
2018-02-14,9675.000000,9725.000000,9675.000000,9700.000000,9430.555664,13534400
2018-02-15,9700.000000,9725.000000,9550.000000,9625.000000,9357.639648,11297000
2018-02-16,9625.000000,9625.000000,9625.000000,9625.000000,9357.639648,0
2018-02-19,9625.000000,9875.000000,9625.000000,9875.000000,9600.695313,15672500
2018-02-20,9875.000000,9950.000000,9850.000000,9925.000000,9649.305664,18466000
2018-02-21,9925.000000,10175.000000,9900.000000,10175.000000,9892.361328,25111600
2018-02-22,10175.000000,10175.000000,9750.000000,9775.000000,9503.472656,16661000
2018-02-23,9875.000000,9925.000000,9800.000000,9850.000000,9576.389648,15015900
2018-02-26,9850.000000,9875.000000,9750.000000,9825.000000,9552.083984,7566500
2018-02-27,9825.000000,9950.000000,9825.000000,9825.000000,9552.083984,11560600
2018-02-28,9750.000000,9775.000000,9575.000000,9725.000000,9454.861328,18614400
2018-03-01,9650.000000,9875.000000,9625.000000,9625.000000,9357.639648,14553900
2018-03-02,9625.000000,9625.000000,9500.000000,9525.000000,9260.416992,16500700
2018-03-05,9425.000000,9575.000000,9425.000000,9550.000000,9284.722656,15059500
2018-03-06,9550.000000,9575.000000,9150.000000,9175.000000,8920.139648,19192900
2018-03-07,9250.000000,9250.000000,8825.000000,9075.000000,8822.916992,23280600
2018-03-08,9225.000000,9350.000000,9150.000000,9350.000000,9090.278320,22182600
2018-03-09,9375.000000,9400.000000,9175.000000,9400.000000,9138.889648,9321700
2018-03-12,9450.000000,9500.000000,9325.000000,9350.000000,9090.278320,11372300
2018-03-13,9375.000000,9450.000000,9250.000000,9250.000000,8993.055664,17063700
2018-03-14,9150.000000,9450.000000,9125.000000,9450.000000,9187.500000,14121900
2018-03-15,9450.000000,9450.000000,9275.000000,9400.000000,9138.889648,11838300
2018-03-16,9400.000000,9525.000000,9025.000000,9525.000000,9260.416992,28363500
2018-03-19,9550.000000,9600.000000,9425.000000,9600.000000,9333.333984,8084000
2018-03-20,9600.000000,9600.000000,9200.000000,9250.000000,8993.055664,15713400
2018-03-21,9200.000000,9325.000000,9200.000000,9275.000000,9017.361328,26622300
2018-03-22,9325.000000,9350.000000,8875.000000,8900.000000,8652.778320,32849400
2018-03-23,8700.000000,8775.000000,8625.000000,8725.000000,8482.639648,26740700
2018-03-26,8725.000000,9200.000000,8725.000000,9150.000000,8895.833984,16487300
2018-03-27,9200.000000,9350.000000,9075.000000,9200.000000,8944.445313,22204600
2018-03-28,9000.000000,9000.000000,8550.000000,8650.000000,8650.000000,24512300
2018-03-29,8775.000000,8775.000000,8425.000000,8675.000000,8675.000000,19135000
2018-03-30,8675.000000,8675.000000,8675.000000,8675.000000,8675.000000,0
2018-04-02,8725.000000,8725.000000,8625.000000,8725.000000,8725.000000,6505700
2018-04-03,8675.000000,8725.000000,8600.000000,8625.000000,8625.000000,14800200
2018-04-04,8650.000000,8700.000000,8250.000000,8275.000000,8275.000000,22675900
2018-04-05,8400.000000,8450.000000,8150.000000,8200.000000,8200.000000,21581600
2018-04-06,8200.000000,8400.000000,8150.000000,8300.000000,8300.000000,14872500
2018-04-09,8300.000000,8525.000000,8300.000000,8500.000000,8500.000000,11180700
2018-04-10,8550.000000,8825.000000,8525.000000,8725.000000,8725.000000,19685700
2018-04-11,8850.000000,8875.000000,8575.000000,8575.000000,8575.000000,13878800
2018-04-12,8650.000000,8725.000000,8525.000000,8650.000000,8650.000000,8069700
2018-04-13,8700.000000,8850.000000,8675.000000,8825.000000,8825.000000,8819200
2018-04-16,8825.000000,8825.000000,8825.000000,8825.000000,8825.000000,0
2018-04-17,8825.000000,8825.000000,8825.000000,8825.000000,8825.000000,0
2018-04-18,8950.000000,9000.000000,8700.000000,8775.000000,8775.000000,21169300
