Date,Open,High,Low,Close,Adj Close,Volume
2018-07-06,234.000000,234.000000,234.000000,234.000000,234.000000,19300
2018-07-09,292.000000,292.000000,292.000000,292.000000,292.000000,217600
2018-07-10,364.000000,364.000000,364.000000,364.000000,364.000000,8548900
2018-07-11,454.000000,454.000000,404.000000,454.000000,454.000000,21565300
2018-07-12,468.000000,565.000000,440.000000,560.000000,560.000000,14124700
2018-07-13,580.000000,700.000000,550.000000,700.000000,700.000000,16770800
2018-07-16,700.000000,875.000000,690.000000,875.000000,875.000000,10362000
2018-07-17,875.000000,1090.000000,800.000000,1090.000000,1090.000000,19873800
2018-07-18,1100.000000,1355.000000,1090.000000,1290.000000,1290.000000,9564800
2018-07-19,null,null,null,null,null,null
2018-07-20,1270.000000,1400.000000,1180.000000,1380.000000,1380.000000,9049500
2018-07-23,1385.000000,1670.000000,1300.000000,1650.000000,1650.000000,12990700
2018-07-24,1650.000000,1650.000000,1650.000000,1650.000000,1650.000000,0
2018-07-25,1655.000000,2000.000000,1640.000000,1795.000000,1795.000000,10076100
2018-07-26,1805.000000,1980.000000,1795.000000,1910.000000,1910.000000,3845300
2018-07-27,1945.000000,2280.000000,1850.000000,2210.000000,2210.000000,11368100
2018-07-30,2230.000000,2700.000000,2230.000000,2500.000000,2500.000000,12246900
2018-07-31,2550.000000,2730.000000,2030.000000,2570.000000,2570.000000,9515700
2018-08-01,2600.000000,3210.000000,2550.000000,3210.000000,3210.000000,27565800
2018-08-02,3260.000000,4010.000000,3230.000000,4010.000000,4010.000000,12570100
2018-08-03,4150.000000,4780.000000,3400.000000,4010.000000,4010.000000,15858700
2018-08-06,4050.000000,4400.000000,3500.000000,4330.000000,4330.000000,20766000
2018-08-07,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-08,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-09,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-10,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-13,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-14,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-15,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-16,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-17,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-20,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-21,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-22,4330.000000,4330.000000,4330.000000,4330.000000,4330.000000,0
2018-08-23,4400.000000,4400.000000,3250.000000,3250.000000,3250.000000,12012700
2018-08-24,3250.000000,3250.000000,2500.000000,2660.000000,2660.000000,7844700
2018-08-27,2660.000000,3000.000000,2510.000000,2850.000000,2850.000000,2927600
2018-08-28,2900.000000,3560.000000,2900.000000,3560.000000,3560.000000,9638100
2018-08-29,3650.000000,3740.000000,3200.000000,3240.000000,3240.000000,4854700
2018-08-30,3280.000000,3470.000000,2780.000000,3440.000000,3440.000000,8990600
2018-08-31,3400.000000,4100.000000,3160.000000,4000.000000,4000.000000,8569800
2018-09-03,4010.000000,4280.000000,3750.000000,4110.000000,4110.000000,5280300
2018-09-04,4110.000000,4190.000000,3800.000000,3820.000000,3820.000000,4538000
2018-09-05,3820.000000,3850.000000,3270.000000,3580.000000,3580.000000,4658600
2018-09-06,3570.000000,3990.000000,3450.000000,3660.000000,3660.000000,4822900
2018-09-07,3690.000000,3760.000000,3470.000000,3470.000000,3470.000000,4442100
2018-09-10,3470.000000,3470.000000,3140.000000,3250.000000,3250.000000,6082900
2018-09-11,3250.000000,3250.000000,3250.000000,3250.000000,3250.000000,0
2018-09-12,3250.000000,3830.000000,3200.000000,3540.000000,3540.000000,3368400
2018-09-13,3540.000000,3760.000000,3370.000000,3400.000000,3400.000000,5336700
2018-09-14,3400.000000,3520.000000,3300.000000,3330.000000,3330.000000,5434000
2018-09-17,3350.000000,3350.000000,3060.000000,3100.000000,3100.000000,4816000
2018-09-18,3100.000000,3300.000000,2990.000000,3020.000000,3020.000000,7649500
2018-09-19,3040.000000,3550.000000,3030.000000,3480.000000,3480.000000,14389400
2018-09-20,3500.000000,3620.000000,3280.000000,3280.000000,3280.000000,16075300
2018-09-21,3280.000000,3490.000000,3240.000000,3250.000000,3250.000000,14326400
2018-09-24,3310.000000,3320.000000,3090.000000,3130.000000,3130.000000,16008300
2018-09-25,3140.000000,3200.000000,3080.000000,3100.000000,3100.000000,25109200
