Date,Open,High,Low,Close,Adj Close,Volume
2017-12-18,3390.000000,3400.000000,3350.000000,3390.000000,3289.479980,69279000
2017-12-19,3430.000000,3440.000000,3390.000000,3440.000000,3337.997314,90867800
2017-12-20,3460.000000,3460.000000,3390.000000,3400.000000,3299.183350,75330200
2017-12-21,3440.000000,3460.000000,3410.000000,3420.000000,3318.590332,68727700
2017-12-22,3430.000000,3470.000000,3410.000000,3460.000000,3357.404297,66126700
2017-12-25,3460.000000,3460.000000,3460.000000,3460.000000,3357.404297,0
2017-12-26,3460.000000,3460.000000,3460.000000,3460.000000,3357.404297,0
2017-12-27,3470.000000,3550.000000,3460.000000,3550.000000,3444.735596,83657200
2017-12-28,3580.000000,3650.000000,3560.000000,3630.000000,3522.363525,92953000
2017-12-29,3650.000000,3720.000000,3580.000000,3640.000000,3532.066895,107708500
2018-01-01,3640.000000,3640.000000,3640.000000,3640.000000,3532.066895,0
2018-01-02,3690.000000,3720.000000,3610.000000,3630.000000,3522.363525,91127100
2018-01-03,3630.000000,3630.000000,3560.000000,3610.000000,3502.956543,70148700
2018-01-04,3610.000000,3610.000000,3460.000000,3550.000000,3444.735596,156406300
2018-01-05,3550.000000,3590.000000,3520.000000,3590.000000,3483.549561,87095600
2018-01-08,3590.000000,3590.000000,3560.000000,3590.000000,3483.549561,54559100
2018-01-09,3600.000000,3600.000000,3530.000000,3570.000000,3464.142578,90606700
2018-01-10,3580.000000,3590.000000,3500.000000,3530.000000,3425.328613,116409100
2018-01-11,3540.000000,3540.000000,3480.000000,3540.000000,3435.032227,114378900
2018-01-12,3550.000000,3580.000000,3500.000000,3540.000000,3435.032227,133445300
2018-01-15,3540.000000,3570.000000,3540.000000,3550.000000,3444.735596,86615800
2018-01-16,3530.000000,3610.000000,3530.000000,3610.000000,3502.956543,92106400
2018-01-17,3620.000000,3630.000000,3580.000000,3630.000000,3522.363525,81465500
2018-01-18,3630.000000,3650.000000,3590.000000,3620.000000,3512.659912,79140800
2018-01-19,3620.000000,3630.000000,3580.000000,3620.000000,3512.659912,79576200
2018-01-22,3620.000000,3670.000000,3610.000000,3650.000000,3541.770508,116838000
2018-01-23,3680.000000,3920.000000,3670.000000,3920.000000,3803.764404,169304700
2018-01-24,3900.000000,3900.000000,3820.000000,3830.000000,3716.433105,150067600
2018-01-25,3860.000000,3860.000000,3720.000000,3770.000000,3658.212158,141273900
2018-01-26,3790.000000,3860.000000,3780.000000,3850.000000,3735.840088,135628300
2018-01-29,3850.000000,3850.000000,3760.000000,3800.000000,3687.322510,122622900
2018-01-30,3800.000000,3800.000000,3710.000000,3720.000000,3609.694824,179332000
2018-01-31,3700.000000,3720.000000,3630.000000,3700.000000,3590.287842,263207500
2018-02-01,3730.000000,3760.000000,3700.000000,3700.000000,3590.287842,145586000
2018-02-02,3740.000000,3750.000000,3710.000000,3740.000000,3629.101807,114113200
2018-02-05,3650.000000,3790.000000,3650.000000,3780.000000,3667.915771,112677000
2018-02-06,3690.000000,3720.000000,3660.000000,3680.000000,3570.880859,260283000
2018-02-07,3710.000000,3750.000000,3700.000000,3700.000000,3590.287842,137926500
2018-02-08,3680.000000,3730.000000,3680.000000,3720.000000,3609.694824,111109200
2018-02-09,3690.000000,3730.000000,3680.000000,3710.000000,3599.991211,93140200
2018-02-12,3700.000000,3800.000000,3700.000000,3800.000000,3687.322510,81517000
2018-02-13,3810.000000,3890.000000,3810.000000,3880.000000,3764.950439,108236400
2018-02-14,3900.000000,3910.000000,3830.000000,3860.000000,3745.543457,67665200
2018-02-15,3860.000000,3870.000000,3820.000000,3840.000000,3726.136475,52893500
2018-02-16,3840.000000,3840.000000,3840.000000,3840.000000,3726.136475,0
2018-02-19,3850.000000,3860.000000,3820.000000,3860.000000,3745.543457,63409000
2018-02-20,3840.000000,3860.000000,3780.000000,3800.000000,3687.322510,91506500
2018-02-21,3800.000000,3800.000000,3750.000000,3800.000000,3687.322510,109361300
2018-02-22,3780.000000,3790.000000,3760.000000,3770.000000,3658.212158,103834700
2018-02-23,3760.000000,3810.000000,3760.000000,3790.000000,3677.619141,107749300
2018-02-26,3750.000000,3790.000000,3730.000000,3740.000000,3629.101807,97544400
2018-02-27,3740.000000,3790.000000,3730.000000,3770.000000,3658.212158,76509500
2018-02-28,3780.000000,3790.000000,3740.000000,3780.000000,3667.915771,126297800
2018-03-01,3800.000000,3820.000000,3780.000000,3790.000000,3677.619141,107991400
2018-03-02,3790.000000,3790.000000,3740.000000,3790.000000,3677.619141,61833600
2018-03-05,3800.000000,3800.000000,3770.000000,3770.000000,3658.212158,55258400
2018-03-06,3780.000000,3810.000000,3700.000000,3730.000000,3619.398193,91074000
2018-03-07,3720.000000,3730.000000,3650.000000,3660.000000,3551.473877,141612300
2018-03-08,3730.000000,3770.000000,3690.000000,3770.000000,3658.212158,130641100
2018-03-09,3720.000000,3750.000000,3680.000000,3690.000000,3580.584229,99179200
2018-03-12,3700.000000,3760.000000,3700.000000,3760.000000,3648.508789,144225600
2018-03-13,3760.000000,3770.000000,3720.000000,3760.000000,3648.508789,127738800
2018-03-14,3750.000000,3750.000000,3700.000000,3750.000000,3638.805176,58574900
2018-03-15,3700.000000,3720.000000,3640.000000,3640.000000,3532.066895,150015200
2018-03-16,3640.000000,3680.000000,3550.000000,3680.000000,3570.880859,226448600
2018-03-19,3690.000000,3720.000000,3670.000000,3690.000000,3580.584229,90107600
2018-03-20,3720.000000,3740.000000,3660.000000,3740.000000,3629.101807,105284400
2018-03-21,3750.000000,3820.000000,3740.000000,3810.000000,3697.026123,134110400
2018-03-22,3800.000000,3800.000000,3660.000000,3670.000000,3561.177490,144557000
2018-03-23,3560.000000,3600.000000,3450.000000,3600.000000,3493.252930,196695900
2018-03-26,3580.000000,3610.000000,3540.000000,3600.000000,3493.252930,89913100
2018-03-27,3660.000000,3670.000000,3570.000000,3600.000000,3493.252930,102444600
2018-03-28,3640.000000,3650.000000,3500.000000,3550.000000,3444.735596,98368300
2018-03-29,3590.000000,3600.000000,3520.000000,3600.000000,3493.252930,130860500
2018-03-30,3600.000000,3600.000000,3600.000000,3600.000000,3493.252930,0
2018-04-02,3500.000000,3600.000000,3490.000000,3600.000000,3600.000000,69286700
2018-04-03,3530.000000,3600.000000,3530.000000,3600.000000,3600.000000,45524700
2018-04-04,3600.000000,3600.000000,3460.000000,3490.000000,3490.000000,88879000
2018-04-05,3510.000000,3540.000000,3470.000000,3470.000000,3470.000000,80015200
2018-04-06,3470.000000,3490.000000,3450.000000,3480.000000,3480.000000,67557000
2018-04-09,3530.000000,3530.000000,3480.000000,3530.000000,3530.000000,48595300
2018-04-10,3540.000000,3630.000000,3530.000000,3580.000000,3580.000000,85668600
2018-04-11,3650.000000,3670.000000,3630.000000,3650.000000,3650.000000,87702400
2018-04-12,3670.000000,3670.000000,3570.000000,3590.000000,3590.000000,61989600
2018-04-13,3640.000000,3650.000000,3550.000000,3550.000000,3550.000000,58708000
2018-04-16,3550.000000,3550.000000,3550.000000,3550.000000,3550.000000,0
2018-04-17,3550.000000,3550.000000,3550.000000,3550.000000,3550.000000,0
2018-04-18,3640.000000,3660.000000,3620.000000,3660.000000,3660.000000,67903000
2018-04-19,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,0
2018-04-20,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,0
2018-04-23,3630.000000,3640.000000,3580.000000,3580.000000,3580.000000,87721200
2018-04-24,3570.000000,3580.000000,3480.000000,3490.000000,3490.000000,101460000
2018-04-25,3490.000000,3490.000000,3490.000000,3490.000000,3490.000000,0
2018-04-26,3490.000000,3490.000000,3490.000000,3490.000000,3490.000000,0
2018-04-27,3490.000000,3490.000000,3490.000000,3490.000000,3490.000000,0
2018-04-30,3190.000000,3280.000000,3160.000000,3220.000000,3220.000000,130203400
2018-05-01,3220.000000,3220.000000,3220.000000,3220.000000,3220.000000,0
2018-05-02,3230.000000,3240.000000,3190.000000,3230.000000,3230.000000,118974600
2018-05-03,3200.000000,3200.000000,3140.000000,3150.000000,3150.000000,144844300
2018-05-04,3150.000000,3170.000000,3010.000000,3030.000000,3030.000000,182507000
2018-05-07,3080.000000,3100.000000,2990.000000,3050.000000,3050.000000,184094400
2018-05-08,3090.000000,3090.000000,3020.000000,3070.000000,3070.000000,110461000
2018-05-09,3120.000000,3230.000000,3070.000000,3210.000000,3210.000000,185427300
2018-05-10,3210.000000,3210.000000,3210.000000,3210.000000,3210.000000,0
2018-05-11,3260.000000,3300.000000,3160.000000,3160.000000,3160.000000,161449300
2018-05-14,3150.000000,3190.000000,3100.000000,3190.000000,3190.000000,96224700
2018-05-15,3220.000000,3220.000000,3060.000000,3070.000000,3070.000000,108029400
2018-05-16,3010.000000,3070.000000,2950.000000,3070.000000,3070.000000,298925000
2018-05-17,3070.000000,3100.000000,2990.000000,2990.000000,2990.000000,172832900
2018-05-18,3000.000000,3040.000000,2920.000000,2940.000000,2940.000000,215062300
2018-05-21,2900.000000,2920.000000,2750.000000,2760.000000,2760.000000,517921400
2018-05-22,2770.000000,2840.000000,2720.000000,2720.000000,2720.000000,332514600
2018-05-23,2780.000000,2920.000000,2770.000000,2880.000000,2880.000000,409918600
2018-05-24,2930.000000,3070.000000,2920.000000,3060.000000,3060.000000,251856200
2018-05-25,3090.000000,3130.000000,3020.000000,3120.000000,3120.000000,192249700
2018-05-28,3130.000000,3290.000000,3120.000000,3250.000000,3250.000000,186045100
2018-05-29,3250.000000,3250.000000,3250.000000,3250.000000,3250.000000,0
2018-05-30,3250.000000,3280.000000,3140.000000,3140.000000,3140.000000,306227900
2018-05-31,3170.000000,3190.000000,3070.000000,3080.000000,3080.000000,312316900
2018-06-01,3080.000000,3080.000000,3080.000000,3080.000000,3080.000000,0
2018-06-04,3150.000000,3170.000000,3100.000000,3130.000000,3130.000000,211936400
2018-06-05,3150.000000,3160.000000,3090.000000,3110.000000,3110.000000,135979600
2018-06-06,3120.000000,3160.000000,3090.000000,3150.000000,3150.000000,99509500
2018-06-07,3180.000000,3270.000000,3160.000000,3270.000000,3270.000000,183746200
2018-06-08,3210.000000,3250.000000,3110.000000,3140.000000,3140.000000,262972300
2018-06-11,3140.000000,3140.000000,3140.000000,3140.000000,3140.000000,0
2018-06-12,3140.000000,3140.000000,3140.000000,3140.000000,3140.000000,0
2018-06-13,3140.000000,3140.000000,3140.000000,3140.000000,3140.000000,0
2018-06-14,3140.000000,3140.000000,3140.000000,3140.000000,3140.000000,0
2018-06-15,3140.000000,3140.000000,3140.000000,3140.000000,3140.000000,0
2018-06-18,3140.000000,3140.000000,3140.000000,3140.000000,3140.000000,0
2018-06-19,3140.000000,3140.000000,3140.000000,3140.000000,3140.000000,0
2018-06-20,3020.000000,3030.000000,2950.000000,2960.000000,2960.000000,355486900
2018-06-21,2950.000000,2990.000000,2910.000000,2910.000000,2910.000000,135602900
2018-06-22,2900.000000,2980.000000,2870.000000,2980.000000,2980.000000,211595500
2018-06-25,2980.000000,3000.000000,2870.000000,2890.000000,2890.000000,143039300
2018-06-26,2810.000000,2910.000000,2810.000000,2820.000000,2820.000000,185812800
2018-06-27,2880.000000,2880.000000,2830.000000,2840.000000,2840.000000,133617400
2018-06-28,2820.000000,2850.000000,2740.000000,2750.000000,2750.000000,197464500
2018-06-29,2800.000000,2900.000000,2780.000000,2840.000000,2840.000000,216878100
2018-07-02,2890.000000,2910.000000,2820.000000,2850.000000,2850.000000,151334600
2018-07-03,2850.000000,2860.000000,2770.000000,2830.000000,2830.000000,88835200
2018-07-04,2830.000000,2950.000000,2790.000000,2930.000000,2930.000000,128906900
2018-07-05,2890.000000,2920.000000,2860.000000,2910.000000,2910.000000,63494300
2018-07-06,2910.000000,2910.000000,2840.000000,2840.000000,2840.000000,76368500
2018-07-09,2860.000000,3030.000000,2860.000000,3010.000000,3010.000000,127889400
2018-07-10,3040.000000,3080.000000,2980.000000,3050.000000,3050.000000,131641500
2018-07-11,3000.000000,3000.000000,2950.000000,2990.000000,2990.000000,133041300
2018-07-12,2960.000000,3000.000000,2950.000000,2970.000000,2970.000000,91682700
2018-07-13,2960.000000,3030.000000,2960.000000,2970.000000,2970.000000,101916100
2018-07-16,3000.000000,3010.000000,2890.000000,2970.000000,2970.000000,86614100
2018-07-17,2930.000000,2940.000000,2860.000000,2870.000000,2870.000000,137087200
2018-07-18,2870.000000,2900.000000,2850.000000,2850.000000,2850.000000,114063400
2018-07-19,2900.000000,2960.000000,2870.000000,2890.000000,2890.000000,142315400
2018-07-20,2890.000000,2980.000000,2870.000000,2980.000000,2980.000000,72551000
2018-07-23,3000.000000,3050.000000,2990.000000,3040.000000,3040.000000,88975300
2018-07-24,3060.000000,3070.000000,3010.000000,3010.000000,3010.000000,72961600
2018-07-25,2980.000000,3020.000000,2950.000000,2990.000000,2990.000000,71955500
2018-07-26,3050.000000,3070.000000,3030.000000,3040.000000,3040.000000,84696100
2018-07-27,3060.000000,3090.000000,3020.000000,3090.000000,3090.000000,54705200
